Wavelength(nm)	T%
682.5		1.63E-05
682		0.000118863
681.5		7.20E-06
681		2.17E-05
680.5		5.56E-05
680		7.96E-07
679.5		-2.11E-05
679		-5.52E-05
678.5		-2.26E-05
678		3.85E-05
677.5		-1.35E-05
677		0.00013074
676.5		1.25E-05
676		-4.10E-05
675.5		7.63E-05
675		8.55E-05
674.5		6.74E-05
674		3.13E-05
673.5		2.69E-05
673		0.000112304
672.5		2.15E-05
672		-3.08E-05
671.5		-4.44E-05
671		5.11E-05
670.5		-5.78E-05
670		-3.15E-05
669.5		0.000103036
669		-2.87E-05
668.5		1.31E-05
668		5.16E-05
667.5		3.14E-06
667		3.58E-05
666.5		-7.56E-05
666		2.83E-05
665.5		8.73E-06
665		1.02E-05
664.5		1.74E-05
664		1.61E-05
663.5		-2.05E-05
663		-3.53E-05
662.5		4.56E-05
662		-6.04E-05
661.5		-4.26E-05
661		5.74E-05
660.5		-0.000125948
660		-1.71E-06
659.5		-0.000105634
659		-1.52E-05
658.5		-3.20E-05
658		1.49E-05
657.5		-5.46E-05
657		-4.31E-05
656.5		2.98E-05
656		3.28E-05
655.5		3.48E-05
655		4.53E-05
654.5		9.30E-06
654		9.85E-05
653.5		1.09E-05
653		-1.06E-06
652.5		-1.54E-06
652		6.44E-05
651.5		-5.40E-05
651		-2.27E-05
650.5		-5.44E-05
650		-7.24E-05
649.5		1.63E-05
649		-2.36E-05
648.5		-2.64E-05
648		-1.79E-06
647.5		-1.23E-06
647		-0.000111136
646.5		-7.27E-05
646		3.46E-05
645.5		3.69E-05
645		9.03E-05
644.5		-4.77E-05
644		0.000108547
643.5		7.16E-05
643		4.57E-05
642.5		9.52E-05
642		-7.52E-05
641.5		-2.40E-05
641		-3.29E-05
640.5		1.65E-05
640		-1.54E-06
639.5		-6.56E-05
639		5.91E-05
638.5		-0.00012491
638		3.41E-05
637.5		9.72E-05
637		2.83E-05
636.5		5.98E-05
636		-5.41E-05
635.5		9.11E-05
635		-6.11E-05
634.5		0.000120814
634		-1.47E-06
633.5		-5.91E-06
633		9.24E-06
632.5		3.38E-05
632		-8.32E-05
631.5		-3.51E-05
631		9.07E-06
630.5		0.000144951
630		-4.64E-06
629.5		5.14E-06
629		2.93E-05
628.5		-4.18E-05
628		-4.11E-05
627.5		-6.18E-05
627		-2.06E-08
626.5		-4.81E-05
626		2.57E-06
625.5		6.16E-05
625		-5.75E-05
624.5		3.68E-05
624		-1.19E-05
623.5		-1.78E-06
623		-5.53E-05
622.5		-2.99E-05
622		0.000115517
621.5		-7.07E-06
621		2.54E-05
620.5		-6.04E-06
620		2.30E-05
619.5		4.42E-05
619		-1.09E-05
618.5		-1.59E-05
618		-5.73E-06
617.5		2.44E-05
617		-1.60E-05
616.5		2.35E-05
616		-4.29E-05
615.5		0.000115939
615		6.90E-07
614.5		7.28E-05
614		-5.08E-05
613.5		3.91E-05
613		7.81E-05
612.5		6.15E-05
612		5.83E-05
611.5		-1.08E-05
611		-1.47E-05
610.5		0.000118653
610		2.85E-05
609.5		1.58E-05
609		-4.99E-05
608.5		-4.50E-05
608		-5.36E-05
607.5		5.71E-05
607		-2.81E-05
606.5		-7.31E-05
606		4.43E-06
605.5		4.77E-05
605		-6.53E-05
604.5		-4.83E-05
604		4.08E-05
603.5		-7.27E-06
603		4.64E-05
602.5		4.98E-07
602		-4.05E-05
601.5		7.34E-05
601		5.48E-05
600.5		-3.30E-05
600		3.45E-05
599.5		6.93E-05
599		-6.57E-05
598.5		4.59E-05
598		3.88E-05
597.5		-6.58E-05
597		-0.000116814
596.5		9.56E-05
596		-4.25E-05
595.5		-2.82E-05
595		3.49E-05
594.5		7.55E-05
594		-7.36E-05
593.5		6.19E-05
593		-7.43E-06
592.5		1.92E-05
592		-4.82E-05
591.5		1.35E-05
591		7.15E-05
590.5		-6.81E-05
590		4.50E-05
589.5		-1.76E-05
589		7.38E-05
588.5		-4.71E-05
588		2.46E-05
587.5		-2.11E-05
587		2.18E-05
586.5		-0.000158223
586		5.72E-05
585.5		-5.29E-05
585		-3.73E-05
584.5		9.72E-05
584		6.04E-05
583.5		9.07E-05
583		4.29E-05
582.5		1.36E-05
582		7.93E-05
581.5		-7.16E-05
581		6.28E-05
580.5		-2.76E-05
580		4.12E-05
579.5		9.65E-05
579		2.13E-06
578.5		2.88E-05
578		5.48E-05
577.5		1.30E-05
577		4.19E-05
576.5		1.67E-05
576		5.80E-05
575.5		2.74E-05
575		-3.93E-05
574.5		4.82E-05
574		8.41E-05
573.5		3.59E-05
573		-8.11E-05
572.5		0.000110662
572		1.03E-05
571.5		0.000130468
571		0.000125344
570.5		8.47E-05
570		-8.52E-05
569.5		4.44E-06
569		2.35E-05
568.5		5.03E-05
568		4.79E-05
567.5		0.000155453
567		0.000113859
566.5		0.000104613
566		0.000138354
565.5		4.57E-05
565		3.98E-05
564.5		5.84E-05
564		7.49E-05
563.5		5.09E-05
563		7.22E-05
562.5		8.76E-05
562		0.0001656
561.5		-1.06E-05
561		0.00010124
560.5		-1.93E-05
560		5.09E-05
559.5		9.44E-05
559		8.80E-05
558.5		3.64E-05
558		3.73E-05
557.5		8.89E-05
557		3.07E-05
556.5		3.67E-05
556		2.57E-05
555.5		1.71E-05
555		0.000108719
554.5		3.87E-05
554		3.79E-06
553.5		2.17E-05
553		7.90E-05
552.5		-6.15E-06
552		0.000130475
551.5		5.90E-05
551		0.000184133
550.5		2.93E-05
550		1.42E-05
549.5		1.64E-05
549		0.000189182
548.5		5.40E-05
548		9.36E-05
547.5		5.14E-05
547		-1.72E-05
546.5		0.000115587
546		2.82E-05
545.5		3.01E-05
545		8.61E-05
544.5		0.000107279
544		7.22E-05
543.5		0.000198286
543		0.000112766
542.5		0.000117573
542		0.000103561
541.5		5.23E-05
541		7.32E-05
540.5		4.39E-05
540		0.000138742
539.5		5.88E-05
539		4.21E-05
538.5		0.000118684
538		9.25E-05
537.5		9.44E-05
537		0.000124598
536.5		9.77E-06
536		7.04E-05
535.5		7.30E-05
535		9.02E-05
534.5		7.55E-05
534		7.46E-05
533.5		-1.08E-05
533		8.59E-05
532.5		0.000160626
532		5.63E-05
531.5		0.000102937
531		4.39E-05
530.5		-1.56E-05
530		7.54E-05
529.5		0.000141701
529		4.84E-05
528.5		-2.51E-05
528		7.11E-05
527.5		5.06E-05
527		-3.50E-05
526.5		0.00011796
526		-1.23E-05
525.5		0.000137081
525		7.80E-05
524.5		0.000109734
524		6.42E-05
523.5		0.000119882
523		0.000133175
522.5		0.000112703
522		0.000116906
521.5		0.000134199
521		1.36E-05
520.5		4.95E-05
520		9.51E-05
519.5		8.48E-05
519		0.000106923
518.5		5.05E-05
518		-3.44E-05
517.5		8.85E-05
517		0.000171431
516.5		9.45E-05
516		8.64E-05
515.5		9.67E-05
515		0.000155378
514.5		-5.67E-05
514		0.000141806
513.5		0.000174765
513		2.58E-05
512.5		7.41E-05
512		8.16E-05
511.5		3.25E-05
511		0.000154189
510.5		5.85E-05
510		3.86E-05
509.5		-6.80E-05
509		1.88E-06
508.5		0.000110654
508		0.000103133
507.5		6.98E-06
507		0.000101281
506.5		-3.39E-06
506		5.37E-05
505.5		0.000104042
505		0.000150356
504.5		8.17E-06
504		5.66E-06
503.5		8.44E-05
503		9.86E-05
502.5		0.000162836
502		8.68E-05
501.5		7.20E-05
501		3.21E-05
500.5		2.60E-05
500		7.46E-05
499.5		9.62E-05
499		5.51E-05
498.5		7.79E-05
498		-8.41E-06
497.5		-8.85E-06
497		9.27E-05
496.5		-0.000195634
496		0.000153883
495.5		8.23E-05
495		0.000131932
494.5		9.05E-05
494		0.000108596
493.5		0.000117325
493		0.000118923
492.5		0.000189613
492		0.000102852
491.5		6.15E-05
491		0.000144247
490.5		3.28E-05
490		9.70E-05
489.5		0.000128267
489		9.49E-05
488.5		0.000117109
488		7.18E-05
487.5		6.36E-05
487		0.000117958
486.5		0.000120985
486		4.87E-05
485.5		0.000103508
485		0.000112655
484.5		0.000114672
484		-3.90E-05
483.5		8.85E-05
483		5.19E-05
482.5		0.000113897
482		5.38E-05
481.5		8.59E-05
481		5.78E-05
480.5		7.93E-05
480		6.60E-05
479.5		4.31E-05
479		0.000108425
478.5		7.22E-05
478		0.000132727
477.5		0.000118304
477		0.000187569
476.5		0.000154393
476		4.80E-06
475.5		0.000167517
475		-3.12E-05
474.5		2.95E-05
474		7.38E-05
473.5		8.93E-05
473		7.07E-05
472.5		6.49E-05
472		-1.58E-05
471.5		-1.43E-05
471		0.000170869
470.5		0.000176256
470		8.65E-05
469.5		-5.12E-05
469		6.04E-05
468.5		4.40E-07
468		9.39E-05
467.5		0.000125118
467		6.04E-05
466.5		6.29E-05
466		0.000158026
465.5		7.22E-05
465		8.79E-05
464.5		4.16E-05
464		0.000123012
463.5		0.000118894
463		0.000109353
462.5		-2.17E-06
462		0.000114689
461.5		8.84E-05
461		9.73E-05
460.5		0.000152803
460		0.000110461
459.5		0.000244869
459		7.30E-05
458.5		0.000153816
458		3.90E-05
457.5		0.000125528
457		0.000109251
456.5		0.000169899
456		8.20E-05
455.5		0.000126861
455		5.71E-05
454.5		5.19E-05
454		8.21E-05
453.5		6.25E-05
453		0.000141414
452.5		6.68E-05
452		2.41E-05
451.5		0.000133649
451		8.67E-05
450.5		7.82E-05
450		3.46E-06
449.5		-7.80E-06
449		0.0001292
448.5		5.51E-05
448		0.000151317
447.5		0.000291143
447		9.68E-05
446.5		0.000109577
446		6.03E-05
445.5		-5.96E-06
445		-4.42E-05
444.5		3.71E-05
444		4.11E-05
443.5		5.92E-05
443		-5.79E-06
442.5		-3.23E-05
442		7.48E-05
441.5		7.61E-05
441		-4.02E-05
440.5		0.000135552
440		0.000244434
439.5		0.000221881
439		0.00011572
438.5		0.000104173
438		3.68E-05
437.5		5.77E-05
437		6.30E-05
436.5		0.000168453
436		5.84E-05
435.5		9.39E-05
435		-1.80E-05
434.5		5.60E-05
434		0.00020967
433.5		0.000150993
433		5.95E-05
432.5		7.92E-05
432		0.000126675
431.5		2.82E-05
431		0.00014455
430.5		-5.50E-06
430		0.000119945
429.5		0.000111604
429		0.000220245
428.5		6.68E-05
428		0.000131085
427.5		4.91E-05
427		5.72E-05
426.5		9.83E-06
426		-3.25E-05
425.5		0.000196016
425		8.94E-05
424.5		0.000213629
424		9.72E-05
423.5		-9.97E-06
423		-2.99E-06
422.5		0.000214994
422		0.000164389
421.5		4.31E-05
421		0.000175085
420.5		0.000179052
420		0.000125368
419.5		4.73E-05
419		2.75E-05
418.5		0.000311524
418		0.000200852
417.5		0.000236506
417		-3.24E-05
416.5		0.000224398
416		0.000214817
415.5		0.00015776
415		0.000191549
414.5		6.11E-05
414		9.15E-05
413.5		9.38E-05
413		1.34E-06
412.5		0.000127901
412		0.000192931
411.5		2.16E-05
411		0.000157775
410.5		0.000122082
410		0.000245847
409.5		0.000146436
409		0.000214156
408.5		0.000122595
408		0.000198183
407.5		0.000162324
407		9.81E-05
406.5		2.03E-05
406		0.000242301
405.5		0.000325745
405		0.00021388
404.5		0.000263938
404		0.000295099
403.5		0.000182783
403		0.000234903
402.5		0.000342948
402		0.000190251
401.5		0.00031737
401		0.00018418
400.5		5.43E-05
400		0.000140414
399.5		0.000115476
399		0.000163992
398.5		4.58E-05
398		0.000197192
397.5		7.88E-05
397		0.000147857
396.5		0.000280401
396		0.000233582
395.5		0.000338937
395		0.000159907
394.5		0.000129945
394		0.00010647
393.5		0.000123003
393		0.000239451
392.5		0.000166121
392		0.000224016
391.5		0.000209457
391		9.22E-05
390.5		0.000187425
390		0.000270103
389.5		0.000141673
389		0.000256478
388.5		0.000145421
388		0.000125914
387.5		0.000199432
387		0.000157887
386.5		0.000215735
386		0.000156945
385.5		0.000114584
385		0.000117388
384.5		0.000183497
384		0.000171549
383.5		7.66E-05
