Wavelength(nm)	T%
553.5		0.000532451
553		0.000596292
552.5		0.000584316
552		0.000702284
551.5		0.000617169
551		0.000566304
550.5		0.000641802
550		0.000549975
549.5		0.000578236
549		0.00056864
548.5		0.000561817
548		0.000625455
547.5		0.000613958
547		0.000591189
546.5		0.000563329
546		0.000556043
545.5		0.000612353
545		0.000585174
544.5		0.000473878
544		0.000506255
543.5		0.000650986
543		0.000559555
542.5		0.000563778
542		0.00051084
541.5		0.000404686
541		0.000543859
540.5		0.000532798
540		0.000540313
539.5		0.000484078
539		0.000433291
538.5		0.000564443
538		0.000505897
537.5		0.000532789
537		0.000617128
536.5		0.000582926
536		0.00075236
535.5		0.000593115
535		0.000498166
534.5		0.000541371
534		0.000594419
533.5		0.000602357
533		0.000489142
532.5		0.000571593
532		0.000521297
531.5		0.000532771
531		0.000469135
530.5		0.000470072
530		0.000546671
529.5		0.000481463
529		0.000490087
528.5		0.000511529
528		0.000475817
527.5		0.000486468
527		0.000506218
526.5		0.000508855
526		0.000530726
525.5		0.000529798
525		0.000564913
524.5		0.000515033
524		0.000558821
523.5		0.000469111
523		0.00045033
522.5		0.000530906
522		0.000567113
521.5		0.000555416
521		0.00054406
520.5		0.000536108
520		0.000539884
519.5		0.000450364
519		0.000453622
518.5		0.00042895
518		0.000459259
517.5		0.000360169
517		0.000447922
516.5		0.00039558
516		0.000295286
515.5		0.000309775
515		0.000302855
514.5		0.000255925
514		0.000299136
513.5		0.000231505
513		0.000227583
512.5		0.000372219
512		0.000255519
511.5		0.000340146
511		0.000160655
510.5		0.000167694
510		0.000220765
509.5		0.000236157
509		0.000248906
508.5		0.000439761
508		0.00031194
507.5		0.000345848
507		0.000354901
506.5		0.000404448
506		0.00044748
505.5		0.000481743
505		0.000477338
504.5		0.000510635
504		0.000390959
503.5		0.000418706
503		0.000487334
502.5		0.000444765
502		0.000540517
501.5		0.000478532
501		0.000558322
500.5		0.000433888
500		0.000459341
499.5		0.000563433
499		0.000456519
498.5		0.000447967
498		0.000449459
497.5		0.000504782
497		0.000567846
496.5		0.000517179
496		0.000565778
495.5		0.000483828
495		0.000449585
494.5		0.000442134
494		0.000506158
493.5		0.000525258
493		0.000470807
492.5		0.000402721
492		0.000516507
491.5		0.000425159
491		0.00043466
490.5		0.000518514
490		0.000523529
489.5		0.000430395
489		0.000424329
488.5		0.000355645
488		0.000455723
487.5		0.000505445
487		0.000574184
486.5		0.000506973
486		0.000483615
485.5		0.000447127
485		0.000596501
484.5		0.000431919
484		0.000478638
483.5		0.00059914
483		0.000407745
482.5		0.00045009
482		0.000421298
481.5		0.000475573
481		0.000451375
480.5		0.000528964
480		0.000457778
479.5		0.000496366
479		0.000486515
478.5		0.000555041
478		0.000564329
477.5		0.000500893
477		0.000494675
476.5		0.000436732
476		0.000525888
475.5		0.000521718
475		0.000489313
474.5		0.000495889
474		0.000475592
473.5		0.000535804
473		0.000382387
472.5		0.000393389
472		0.00048171
471.5		0.000518
471		0.000435918
470.5		0.000521469
470		0.00042325
469.5		0.00061216
469		0.000491114
468.5		0.000534702
468		0.00034659
467.5		0.000514112
467		0.000531321
466.5		0.000495962
466		0.000496269
465.5		0.000383781
465		0.000567518
464.5		0.000566644
464		0.000377166
463.5		0.000409628
463		0.000409107
462.5		0.000452722
462		0.000500734
461.5		0.000499491
461		0.000505793
460.5		0.000433401
460		0.000552429
459.5		0.000453541
459		0.000368408
458.5		0.000536336
458		0.000530561
457.5		0.000496203
457		0.000515304
456.5		0.000492412
456		0.000519747
455.5		0.000441975
455		0.000419422
454.5		0.000402101
454		0.00045699
453.5		0.000512527
453		0.000375283
452.5		0.000479661
452		0.000453804
451.5		0.000519482
451		0.000439228
450.5		0.000452941
450		0.000405805
449.5		0.000429531
449		0.000502785
448.5		0.000417704
448		0.000357781
447.5		0.000411235
447		0.000404236
446.5		0.000357191
446		0.000421793
445.5		0.000439435
445		0.000480663
444.5		0.000445977
444		0.000438591
443.5		0.000394013
443		0.000402648
442.5		0.000411399
442		0.000438548
441.5		0.000475753
441		0.000312172
440.5		0.000481799
440		0.000357335
439.5		0.000511731
439		0.000487665
438.5		0.000575707
438		0.000403511
437.5		0.000437432
437		0.000497759
436.5		0.000501779
436		0.000401114
435.5		0.000406276
435		0.000507103
434.5		0.000279614
434		0.000424329
433.5		0.000366104
433		0.000468742
432.5		0.000352781
432		0.000339656
431.5		0.00043867
431		0.000507091
430.5		0.000463891
430		0.000351707
429.5		0.000511953
429		0.000407815
428.5		0.00046248
428		0.000286383
427.5		0.000419644
427		0.000414583
426.5		0.000498895
426		0.000410397
425.5		0.000487685
425		0.000458992
424.5		0.000540037
424		0.00042629
423.5		0.000441565
423		0.000389948
422.5		0.000404279
422		0.000350157
421.5		0.000322251
421		0.000363243
420.5		0.000345106
420		0.000396251
419.5		0.000319275
419		0.0004314
418.5		0.00050531
418		0.000490177
417.5		0.000371833
417		0.000277203
416.5		0.000376247
416		0.000397336
415.5		0.000318057
415		0.000432092
414.5		0.000310392
414		0.000190298
413.5		0.000412413
413		0.000431138
412.5		0.000474633
412		0.00046455
411.5		0.000316748
411		0.000471952
410.5		0.000218997
410		0.000450109
409.5		0.000256939
409		0.000296061
408.5		0.000351435
408		0.000351277
407.5		0.000425413
407		0.000332715
406.5		0.000372338
406		0.000383302
405.5		0.000463782
405		0.000150005
404.5		0.000274439
404		0.000206153
403.5		0.000253448
403		0.00028531
402.5		0.000412799
402		0.000234239
401.5		0.000284646
401		2.83E-05
400.5		0.000252873
400		0.000306569
399.5		0.000158439
399		0.000290031
398.5		0.000243235
398		0.000127847
397.5		0.000204735
397		0.000120833
396.5		0.000176935
396		9.35E-05
395.5		0.000165943
395		0.000190204
394.5		0.000269985
394		0.000216805
393.5		9.54E-05
393		0.000277578
392.5		7.59E-05
392		0.000205208
391.5		0.000261065
391		0.000135998
390.5		0.000172625
390		9.78E-05
389.5		0.000272324
389		0.000195962
388.5		0.000224314
388		0.000122722
387.5		0.000247545
387		0.000221598
386.5		0.000140583
386		0.000213235
385.5		0.000182239
385		0.000216193
384.5		8.73E-05
384		0.00029038
383.5		0.00017082
383		5.70E-05
382.5		0.000195213
382		0.000154357
381.5		8.61E-05
381		0.000186077
380.5		0.000155754
380		0.00016921
379.5		0.000209367
379		0.000186789
378.5		0.000150428
378		0.00026797
377.5		0.000213688
377		8.48E-05
376.5		0.000129197
376		3.83E-05
375.5		0.000240044
375		0.000150625
374.5		0.000205718
374		0.000104807
373.5		0.000143675
373		0.000222512
372.5		0.000142905
372		0.000104916
371.5		0.000164164
371		0.000195963
370.5		0.000153101
370		5.42E-05
369.5		0.000185475
369		0.00020619
368.5		0.000195682
368		0.000174749
367.5		0.00022381
367		0.00014348
366.5		0.000210156
366		5.00E-05
365.5		0.000244057
365		0.000105272
364.5		0.000143922
364		-5.45E-05
363.5		3.59E-05
363		0.000246913
362.5		0.000130158
362		7.67E-05
361.5		0.00018994
361		-1.93E-05
360.5		0.000178409
360		0.00026937
359.5		0.000139219
359		-6.89E-05
358.5		0.000148142
358		0.000179825
357.5		0.000208044
357		7.83E-05
356.5		0.000105268
356		5.35E-05
355.5		0.000191313
355		0.000140496
354.5		0.000123606
354		0.000243053
353.5		-5.12E-05
353		0.000214176
352.5		0.000209184
352		0.000238092
351.5		0.000117733
351		0.000192536
350.5		0.000133144
350		0.000107995
349.5		-0.000584607
349		0.000123186
348.5		5.62E-05
348		0.000189177
347.5		2.14E-05
347		0.000142175
346.5		0.000239788
346		8.58E-05
345.5		6.58E-05
345		0.000169555
344.5		0.000230823
344		0.000138035
